Sexo	Edad	Relación con la actividad económica	Periodo	Total
Ambos sexos	70 y más años	Inactivos	2012	5.639,8
Ambos sexos	70 y más años	Inactivos	2011	5.586
Ambos sexos	70 y más años	Inactivos	2010	5.517
Ambos sexos	70 y más años	Inactivos	2009	5.442,3
Ambos sexos	70 y más años	Inactivos	2008	5.437,9
Ambos sexos	70 y más años	Inactivos	2007	5.394,9
Ambos sexos	70 y más años	Inactivos	2006	5.229,3
Hombres	Total	Total	2024	20.209
Hombres	Total	Total	2023	19.914,2
Hombres	Total	Total	2022	19.620,4
Hombres	Total	Total	2021	19.413
Hombres	Total	Total	2020	19.241,9
Hombres	Total	Total	2019	19.094,5
Hombres	Total	Total	2018	18.908,8
Hombres	Total	Total	2017	18.803,1
Hombres	Total	Total	2016	18.754
Hombres	Total	Total	2015	18.753,2
Hombres	Total	Total	2014	18.774,5
Hombres	Total	Total	2013	18.861
Hombres	Total	Total	2012	18.986
Hombres	Total	Total	2011	19.032,4
Hombres	Total	Total	2010	19.015,9
Hombres	Total	Total	2009	18.986,1
Hombres	Total	Total	2008	18.872,7
Hombres	Total	Total	2007	18.579,5
Hombres	Total	Total	2006	18.215,8
Hombres	Total	Activos	2024	12.912,6
Hombres	Total	Activos	2023	12.734,8
Hombres	Total	Activos	2022	12.543,9
Hombres	Total	Activos	2021	12.367,7
Hombres	Total	Activos	2020	12.108,9
Hombres	Total	Activos	2019	12.273,4
Hombres	Total	Activos	2018	12.206,5
Hombres	Total	Activos	2017	12.172,1
Hombres	Total	Activos	2016	12.213,8
Hombres	Total	Activos	2015	12.319,6
Hombres	Total	Activos	2014	12.359,1
Hombres	Total	Activos	2013	12.521,4
Hombres	Total	Activos	2012	12.739,6
Hombres	Total	Activos	2011	12.858,4
Hombres	Total	Activos	2010	12.959,4
Hombres	Total	Activos	2009	13.032,7
Hombres	Total	Activos	2008	13.124,8
Hombres	Total	Activos	2007	12.893,8
Hombres	Total	Activos	2006	12.609,1
Hombres	Total	Ocupados	2024	11.601,4
Hombres	Total	Ocupados	2023	11.376,7
Hombres	Total	Ocupados	2022	11.114,6
Hombres	Total	Ocupados	2021	10.733,2
Hombres	Total	Ocupados	2020	10.429,7
Hombres	Total	Ocupados	2019	10.745,6
Hombres	Total	Ocupados	2018	10.532
Hombres	Total	Ocupados	2017	10.266,3
Hombres	Total	Ocupados	2016	10.000,8
Hombres	Total	Ocupados	2015	9.760,3
Hombres	Total	Ocupados	2014	9.442,7
Hombres	Total	Ocupados	2013	9.315,8
Hombres	Total	Ocupados	2012	9.608,2
Hombres	Total	Ocupados	2011	10.152,5
Hombres	Total	Ocupados	2010	10.423,7
Hombres	Total	Ocupados	2009	10.733,1
Hombres	Total	Ocupados	2008	11.805,2
Hombres	Total	Ocupados	2007	12.067,4
Hombres	Total	Ocupados	2006	11.808,5
Hombres	Total	Parados	2024	1.311,2
Hombres	Total	Parados	2023	1.358,1
Hombres	Total	Parados	2022	1.429,3
Hombres	Total	Parados	2021	1.634,6
Hombres	Total	Parados	2020	1.679,3
Hombres	Total	Parados	2019	1.527,8
Hombres	Total	Parados	2018	1.674,6
Hombres	Total	Parados	2017	1.905,8
Hombres	Total	Parados	2016	2.213
Hombres	Total	Parados	2015	2.559,3
Hombres	Total	Parados	2014	2.916,5
Hombres	Total	Parados	2013	3.205,6
Hombres	Total	Parados	2012	3.131,4
Hombres	Total	Parados	2011	2.705,9
Hombres	Total	Parados	2010	2.535,7
Hombres	Total	Parados	2009	2.299,6
Hombres	Total	Parados	2008	1.319,6
Hombres	Total	Parados	2007	826,4
Hombres	Total	Parados	2006	800,6
Hombres	Total	Parados que buscan primer empleo	2024	134,2
Hombres	Total	Parados que buscan primer empleo	2023	151,3
Hombres	Total	Parados que buscan primer empleo	2022	154,1
Hombres	Total	Parados que buscan primer empleo	2021	164,8
Hombres	Total	Parados que buscan primer empleo	2020	139,6
Hombres	Total	Parados que buscan primer empleo	2019	154,7
Hombres	Total	Parados que buscan primer empleo	2018	165,2
Hombres	Total	Parados que buscan primer empleo	2017	196,1
Hombres	Total	Parados que buscan primer empleo	2016	194,9
Hombres	Total	Parados que buscan primer empleo	2015	248,9
Hombres	Total	Parados que buscan primer empleo	2014	250,9
Hombres	Total	Parados que buscan primer empleo	2013	241
Hombres	Total	Parados que buscan primer empleo	2012	216,6
Hombres	Total	Parados que buscan primer empleo	2011	187,8
Hombres	Total	Parados que buscan primer empleo	2010	156,4
Hombres	Total	Parados que buscan primer empleo	2009	128,6
Hombres	Total	Parados que buscan primer empleo	2008	93,5
Hombres	Total	Parados que buscan primer empleo	2007	77,3
Hombres	Total	Parados que buscan primer empleo	2006	76,4
Hombres	Total	Inactivos	2024	7.296,4
Hombres	Total	Inactivos	2023	7.179,4
Hombres	Total	Inactivos	2022	7.076,5
Hombres	Total	Inactivos	2021	7.045,3
Hombres	Total	Inactivos	2020	7.133
Hombres	Total	Inactivos	2019	6.821
Hombres	Total	Inactivos	2018	6.702,2
Hombres	Total	Inactivos	2017	6.631
Hombres	Total	Inactivos	2016	6.540,3
Hombres	Total	Inactivos	2015	6.433,6
Hombres	Total	Inactivos	2014	6.415,3
Hombres	Total	Inactivos	2013	6.339,6
Hombres	Total	Inactivos	2012	6.246,4
Hombres	Total	Inactivos	2011	6.174,1
Hombres	Total	Inactivos	2010	6.056,5
Hombres	Total	Inactivos	2009	5.953,5
Hombres	Total	Inactivos	2008	5.747,8
Hombres	Total	Inactivos	2007	5.685,7
Hombres	Total	Inactivos	2006	5.606,7
Hombres	De 16 a 19 años	Total	2024	1.095,3
Hombres	De 16 a 19 años	Total	2023	1.046,3
Hombres	De 16 a 19 años	Total	2022	1.018,6
Hombres	De 16 a 19 años	Total	2021	984
Hombres	De 16 a 19 años	Total	2020	992
Hombres	De 16 a 19 años	Total	2019	968,2
Hombres	De 16 a 19 años	Total	2018	939
Hombres	De 16 a 19 años	Total	2017	916,6
Hombres	De 16 a 19 años	Total	2016	897,7
Hombres	De 16 a 19 años	Total	2015	884,2
Hombres	De 16 a 19 años	Total	2014	878,9
Hombres	De 16 a 19 años	Total	2013	885,5
Hombres	De 16 a 19 años	Total	2012	903
Hombres	De 16 a 19 años	Total	2011	920,9
Hombres	De 16 a 19 años	Total	2010	936,5
Hombres	De 16 a 19 años	Total	2009	951,3
Hombres	De 16 a 19 años	Total	2008	959,8
Hombres	De 16 a 19 años	Total	2007	959,6
Hombres	De 16 a 19 años	Total	2006	955,9
Hombres	De 16 a 19 años	Activos	2024	188,8
Hombres	De 16 a 19 años	Activos	2023	167,1
Hombres	De 16 a 19 años	Activos	2022	161,2
Hombres	De 16 a 19 años	Activos	2021	143,8
Hombres	De 16 a 19 años	Activos	2020	142,4
Hombres	De 16 a 19 años	Activos	2019	157,6
Hombres	De 16 a 19 años	Activos	2018	151,3
Hombres	De 16 a 19 años	Activos	2017	152,3
Hombres	De 16 a 19 años	Activos	2016	137,8
Hombres	De 16 a 19 años	Activos	2015	147
Hombres	De 16 a 19 años	Activos	2014	142,1
Hombres	De 16 a 19 años	Activos	2013	164,6
Hombres	De 16 a 19 años	Activos	2012	171,5
Hombres	De 16 a 19 años	Activos	2011	196,8
Hombres	De 16 a 19 años	Activos	2010	229,5
Hombres	De 16 a 19 años	Activos	2009	274,6
Hombres	De 16 a 19 años	Activos	2008	315,6
Hombres	De 16 a 19 años	Activos	2007	335,2
Hombres	De 16 a 19 años	Activos	2006	321
Hombres	De 16 a 19 años	Ocupados	2024	117,2
Hombres	De 16 a 19 años	Ocupados	2023	94,7
Hombres	De 16 a 19 años	Ocupados	2022	88,1
Hombres	De 16 a 19 años	Ocupados	2021	72,4
Hombres	De 16 a 19 años	Ocupados	2020	71
Hombres	De 16 a 19 años	Ocupados	2019	90,1
Hombres	De 16 a 19 años	Ocupados	2018	76,1
Hombres	De 16 a 19 años	Ocupados	2017	69,9
Hombres	De 16 a 19 años	Ocupados	2016	56,8
Hombres	De 16 a 19 años	Ocupados	2015	51,9
Hombres	De 16 a 19 años	Ocupados	2014	48,7
Hombres	De 16 a 19 años	Ocupados	2013	45,6
Hombres	De 16 a 19 años	Ocupados	2012	48
Hombres	De 16 a 19 años	Ocupados	2011	70
Hombres	De 16 a 19 años	Ocupados	2010	91,5
Hombres	De 16 a 19 años	Ocupados	2009	124,2
Hombres	De 16 a 19 años	Ocupados	2008	202,7
Hombres	De 16 a 19 años	Ocupados	2007	254,9
Hombres	De 16 a 19 años	Ocupados	2006	244,5
Hombres	De 16 a 19 años	Parados	2024	71,6
Hombres	De 16 a 19 años	Parados	2023	72,4
Hombres	De 16 a 19 años	Parados	2022	73,1
Hombres	De 16 a 19 años	Parados	2021	71,4
Hombres	De 16 a 19 años	Parados	2020	71,3
Hombres	De 16 a 19 años	Parados	2019	67,5
Hombres	De 16 a 19 años	Parados	2018	75,2
Hombres	De 16 a 19 años	Parados	2017	82,5
Hombres	De 16 a 19 años	Parados	2016	81,1
Hombres	De 16 a 19 años	Parados	2015	95,1
Hombres	De 16 a 19 años	Parados	2014	93,4
Hombres	De 16 a 19 años	Parados	2013	119
Hombres	De 16 a 19 años	Parados	2012	123,5
Hombres	De 16 a 19 años	Parados	2011	126,8
Hombres	De 16 a 19 años	Parados	2010	138
Hombres	De 16 a 19 años	Parados	2009	150,4
Hombres	De 16 a 19 años	Parados	2008	112,9
Hombres	De 16 a 19 años	Parados	2007	80,2
Hombres	De 16 a 19 años	Parados	2006	76,5
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2024	42,7
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2023	43,8
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2022	44,3
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2021	46,6
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2020	39
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2019	42,2
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2018	49
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2017	54,2
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2016	52,8
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2015	69,8
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2014	67,7
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2013	78,6
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2012	81,9
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2011	79,2
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2010	75,4
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2009	68
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2008	45,8
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2007	34,5
Hombres	De 16 a 19 años	Parados que buscan primer empleo	2006	31,5
Hombres	De 16 a 19 años	Inactivos	2024	906,5
Hombres	De 16 a 19 años	Inactivos	2023	879,2
Hombres	De 16 a 19 años	Inactivos	2022	857,4
Hombres	De 16 a 19 años	Inactivos	2021	840,2
Hombres	De 16 a 19 años	Inactivos	2020	849,7
Hombres	De 16 a 19 años	Inactivos	2019	810,6
Hombres	De 16 a 19 años	Inactivos	2018	787,7
Hombres	De 16 a 19 años	Inactivos	2017	764,3
Hombres	De 16 a 19 años	Inactivos	2016	759,8
Hombres	De 16 a 19 años	Inactivos	2015	737,2
Hombres	De 16 a 19 años	Inactivos	2014	736,8
Hombres	De 16 a 19 años	Inactivos	2013	721
Hombres	De 16 a 19 años	Inactivos	2012	731,5
Hombres	De 16 a 19 años	Inactivos	2011	724
Hombres	De 16 a 19 años	Inactivos	2010	707
Hombres	De 16 a 19 años	Inactivos	2009	676,7
Hombres	De 16 a 19 años	Inactivos	2008	644,2
Hombres	De 16 a 19 años	Inactivos	2007	624,4
Hombres	De 16 a 19 años	Inactivos	2006	634,9
Hombres	De 20 a 24 años	Total	2024	1.350
Hombres	De 20 a 24 años	Total	2023	1.304,7
Hombres	De 20 a 24 años	Total	2022	1.255
Hombres	De 20 a 24 años	Total	2021	1.218,3
Hombres	De 20 a 24 años	Total	2020	1.205
Hombres	De 20 a 24 años	Total	2019	1.173,6
Hombres	De 20 a 24 años	Total	2018	1.147,7
Hombres	De 20 a 24 años	Total	2017	1.137,2
Hombres	De 20 a 24 años	Total	2016	1.144,2
Hombres	De 20 a 24 años	Total	2015	1.161,4
Hombres	De 20 a 24 años	Total	2014	1.181,3
Hombres	De 20 a 24 años	Total	2013	1.210,3
Hombres	De 20 a 24 años	Total	2012	1.243,4
Hombres	De 20 a 24 años	Total	2011	1.275,5
Hombres	De 20 a 24 años	Total	2010	1.315,4
Hombres	De 20 a 24 años	Total	2009	1.366,5
Hombres	De 20 a 24 años	Total	2008	1.413,2
Hombres	De 20 a 24 años	Total	2007	1.436,7
Hombres	De 20 a 24 años	Total	2006	1.459,2
Hombres	De 20 a 24 años	Activos	2024	798,6
Hombres	De 20 a 24 años	Activos	2023	759
Hombres	De 20 a 24 años	Activos	2022	717,1
Hombres	De 20 a 24 años	Activos	2021	674,3
Hombres	De 20 a 24 años	Activos	2020	649,6
Hombres	De 20 a 24 años	Activos	2019	683,9
Hombres	De 20 a 24 años	Activos	2018	668,1
Hombres	De 20 a 24 años	Activos	2017	655,3
Hombres	De 20 a 24 años	Activos	2016	657,4
Hombres	De 20 a 24 años	Activos	2015	683,8
Hombres	De 20 a 24 años	Activos	2014	712,6
Hombres	De 20 a 24 años	Activos	2013	752
Hombres	De 20 a 24 años	Activos	2012	783,9
Hombres	De 20 a 24 años	Activos	2011	827,8
Hombres	De 20 a 24 años	Activos	2010	886,4
Hombres	De 20 a 24 años	Activos	2009	953,4
Hombres	De 20 a 24 años	Activos	2008	1.027,1
Hombres	De 20 a 24 años	Activos	2007	1.037,5
Hombres	De 20 a 24 años	Activos	2006	1.058,1
Hombres	De 20 a 24 años	Ocupados	2024	613,1
Hombres	De 20 a 24 años	Ocupados	2023	564,5
Hombres	De 20 a 24 años	Ocupados	2022	538,5
Hombres	De 20 a 24 años	Ocupados	2021	467,5
Hombres	De 20 a 24 años	Ocupados	2020	427,2
Hombres	De 20 a 24 años	Ocupados	2019	491,2
Hombres	De 20 a 24 años	Ocupados	2018	454,5
Hombres	De 20 a 24 años	Ocupados	2017	418,3
Hombres	De 20 a 24 años	Ocupados	2016	388,2
Hombres	De 20 a 24 años	Ocupados	2015	374,8
Hombres	De 20 a 24 años	Ocupados	2014	349,4
Hombres	De 20 a 24 años	Ocupados	2013	355,6
Hombres	De 20 a 24 años	Ocupados	2012	390,3
Hombres	De 20 a 24 años	Ocupados	2011	461,2
Hombres	De 20 a 24 años	Ocupados	2010	543,6
Hombres	De 20 a 24 años	Ocupados	2009	624,1
Hombres	De 20 a 24 años	Ocupados	2008	823,3
Hombres	De 20 a 24 años	Ocupados	2007	908,7
Hombres	De 20 a 24 años	Ocupados	2006	927,9
Hombres	De 20 a 24 años	Parados	2024	185,5
Hombres	De 20 a 24 años	Parados	2023	194,5
Hombres	De 20 a 24 años	Parados	2022	178,5
Hombres	De 20 a 24 años	Parados	2021	206,8
Hombres	De 20 a 24 años	Parados	2020	222,4
Hombres	De 20 a 24 años	Parados	2019	192,7
Hombres	De 20 a 24 años	Parados	2018	213,6
Hombres	De 20 a 24 años	Parados	2017	236,9
Hombres	De 20 a 24 años	Parados	2016	269,2
Hombres	De 20 a 24 años	Parados	2015	309
Hombres	De 20 a 24 años	Parados	2014	363,2
Hombres	De 20 a 24 años	Parados	2013	396,3
Hombres	De 20 a 24 años	Parados	2012	393,6
Hombres	De 20 a 24 años	Parados	2011	366,6
Hombres	De 20 a 24 años	Parados	2010	342,8
Hombres	De 20 a 24 años	Parados	2009	329,3
Hombres	De 20 a 24 años	Parados	2008	203,8
Hombres	De 20 a 24 años	Parados	2007	128,7
Hombres	De 20 a 24 años	Parados	2006	130,3
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2024	56,3
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2023	61,5
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2022	64,5
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2021	62,9
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2020	52
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2019	58,7
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2018	67,4
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2017	90,6
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2016	93,8
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2015	120,1
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2014	129,7
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2013	111,8
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2012	89
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2011	68,5
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2010	49
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2009	33,5
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2008	23,6
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2007	20,5
Hombres	De 20 a 24 años	Parados que buscan primer empleo	2006	23
Hombres	De 20 a 24 años	Inactivos	2024	551,4
Hombres	De 20 a 24 años	Inactivos	2023	545,7
Hombres	De 20 a 24 años	Inactivos	2022	537,9
Hombres	De 20 a 24 años	Inactivos	2021	544
Hombres	De 20 a 24 años	Inactivos	2020	555,4
Hombres	De 20 a 24 años	Inactivos	2019	489,7
Hombres	De 20 a 24 años	Inactivos	2018	479,6
Hombres	De 20 a 24 años	Inactivos	2017	482
Hombres	De 20 a 24 años	Inactivos	2016	486,8
Hombres	De 20 a 24 años	Inactivos	2015	477,6
Hombres	De 20 a 24 años	Inactivos	2014	468,7
Hombres	De 20 a 24 años	Inactivos	2013	458,3
Hombres	De 20 a 24 años	Inactivos	2012	459,4
Hombres	De 20 a 24 años	Inactivos	2011	447,7
Hombres	De 20 a 24 años	Inactivos	2010	429
Hombres	De 20 a 24 años	Inactivos	2009	413,1
Hombres	De 20 a 24 años	Inactivos	2008	386,1
Hombres	De 20 a 24 años	Inactivos	2007	399,3
Hombres	De 20 a 24 años	Inactivos	2006	401,1
Hombres	De 25 a 29 años	Total	2024	1.345
Hombres	De 25 a 29 años	Total	2023	1.314,1
Hombres	De 25 a 29 años	Total	2022	1.283,3
Hombres	De 25 a 29 años	Total	2021	1.272,9
Hombres	De 25 a 29 años	Total	2020	1.272,2
Hombres	De 25 a 29 años	Total	2019	1.265,7
Hombres	De 25 a 29 años	Total	2018	1.253
Hombres	De 25 a 29 años	Total	2017	1.245
Hombres	De 25 a 29 años	Total	2016	1.256,3
Hombres	De 25 a 29 años	Total	2015	1.290,8
Hombres	De 25 a 29 años	Total	2014	1.333,1
Hombres	De 25 a 29 años	Total	2013	1.400,8
Hombres	De 25 a 29 años	Total	2012	1.487
Hombres	De 25 a 29 años	Total	2011	1.578,7
Hombres	De 25 a 29 años	Total	2010	1.672,8
Hombres	De 25 a 29 años	Total	2009	1.770,9
Hombres	De 25 a 29 años	Total	2008	1.854,2
Hombres	De 25 a 29 años	Total	2007	1.897,3
Hombres	De 25 a 29 años	Total	2006	1.913,3
Hombres	De 25 a 29 años	Activos	2024	1.149,3
Hombres	De 25 a 29 años	Activos	2023	1.139,8
Hombres	De 25 a 29 años	Activos	2022	1.113,2
Hombres	De 25 a 29 años	Activos	2021	1.088,6
Hombres	De 25 a 29 años	Activos	2020	1.059,9
Hombres	De 25 a 29 años	Activos	2019	1.093,3
Hombres	De 25 a 29 años	Activos	2018	1.084,3
Hombres	De 25 a 29 años	Activos	2017	1.079,7
Hombres	De 25 a 29 años	Activos	2016	1.096,1
Hombres	De 25 a 29 años	Activos	2015	1.132,9
Hombres	De 25 a 29 años	Activos	2014	1.190,5
Hombres	De 25 a 29 años	Activos	2013	1.253
Hombres	De 25 a 29 años	Activos	2012	1.339,3
Hombres	De 25 a 29 años	Activos	2011	1.410,3
Hombres	De 25 a 29 años	Activos	2010	1.491,9
Hombres	De 25 a 29 años	Activos	2009	1.588,2
Hombres	De 25 a 29 años	Activos	2008	1.669
Hombres	De 25 a 29 años	Activos	2007	1.718,6
Hombres	De 25 a 29 años	Activos	2006	1.731,8
Hombres	De 25 a 29 años	Ocupados	2024	978,7
Hombres	De 25 a 29 años	Ocupados	2023	967,5
Hombres	De 25 a 29 años	Ocupados	2022	935
Hombres	De 25 a 29 años	Ocupados	2021	853,5
Hombres	De 25 a 29 años	Ocupados	2020	825
Hombres	De 25 a 29 años	Ocupados	2019	887
Hombres	De 25 a 29 años	Ocupados	2018	873,7
Hombres	De 25 a 29 años	Ocupados	2017	842,8
Hombres	De 25 a 29 años	Ocupados	2016	824,9
Hombres	De 25 a 29 años	Ocupados	2015	805,5
Hombres	De 25 a 29 años	Ocupados	2014	826
Hombres	De 25 a 29 años	Ocupados	2013	821
Hombres	De 25 a 29 años	Ocupados	2012	891,1
Hombres	De 25 a 29 años	Ocupados	2011	1.026,5
Hombres	De 25 a 29 años	Ocupados	2010	1.104,8
Hombres	De 25 a 29 años	Ocupados	2009	1.217,8
Hombres	De 25 a 29 años	Ocupados	2008	1.446,1
Hombres	De 25 a 29 años	Ocupados	2007	1.590,2
Hombres	De 25 a 29 años	Ocupados	2006	1.594,2
Hombres	De 25 a 29 años	Parados	2024	170,5
Hombres	De 25 a 29 años	Parados	2023	172,2
Hombres	De 25 a 29 años	Parados	2022	178,2
Hombres	De 25 a 29 años	Parados	2021	235,1
Hombres	De 25 a 29 años	Parados	2020	234,9
Hombres	De 25 a 29 años	Parados	2019	206,3
Hombres	De 25 a 29 años	Parados	2018	210,5
Hombres	De 25 a 29 años	Parados	2017	236,9
Hombres	De 25 a 29 años	Parados	2016	271,2
Hombres	De 25 a 29 años	Parados	2015	327,4
Hombres	De 25 a 29 años	Parados	2014	364,5
Hombres	De 25 a 29 años	Parados	2013	432
Hombres	De 25 a 29 años	Parados	2012	448,2
Hombres	De 25 a 29 años	Parados	2011	383,8
Hombres	De 25 a 29 años	Parados	2010	387,1
Hombres	De 25 a 29 años	Parados	2009	370,4
Hombres	De 25 a 29 años	Parados	2008	222,9
Hombres	De 25 a 29 años	Parados	2007	128,4
Hombres	De 25 a 29 años	Parados	2006	137,6
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2024	18,4
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2023	26,7
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2022	26,1
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2021	35,1
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2020	29,1
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2019	29,9
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2018	30,4
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2017	33,8
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2016	32,2
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2015	37,4
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2014	33
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2013	33,5
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2012	26,3
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2011	26
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2010	20,9
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2009	14,9
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2008	14,2
Hombres	De 25 a 29 años	Parados que buscan primer empleo	2007	10,6
